city,state_id,state_name,lat,lng
Bloomfield,NY,New York,42.89910,-77.42410
Claypool Hill,VA,Virginia,37.06330,-81.75060
Meadow View,VA,Virginia,36.76380,-81.87280
Byers,CO,Colorado,39.71010,-104.21900
Stony Prairie,OH,Ohio,41.35210,-83.15190
Canyon Creek,TX,Texas,32.39270,-97.74060
Louisville,NE,Nebraska,40.99650,-96.16140
Emory,VA,Virginia,36.78000,-81.82800
Mountain Ranch,CA,California,38.25090,-120.51190
Cleveland,AL,Alabama,33.99650,-86.56710
Walnut,IL,Illinois,41.55700,-89.59110
Green Springs,OH,Ohio,41.25700,-83.05290
Inman Mills,SC,South Carolina,35.04100,-82.10210
Ansted,WV,West Virginia,38.13570,-81.10370
Melville,RI,Rhode Island,41.55870,-71.29530
Shelby,AL,Alabama,33.10680,-86.58250
Siletz,OR,Oregon,44.72190,-123.91870
Hays,NC,North Carolina,36.24690,-81.11420
Cedar Point,NC,North Carolina,34.68620,-77.08330
Rutherford College,NC,North Carolina,35.75150,-81.52700
Clyde,NC,North Carolina,35.53300,-82.91070
Warren,IL,Illinois,42.49480,-89.99130
Independence,WI,Wisconsin,44.33280,-91.41720
Elroy,WI,Wisconsin,43.74190,-90.27040
Five Points,FL,Florida,30.22250,-82.64650
Wallis,TX,Texas,29.63170,-96.06380
Woodacre,CA,California,38.00520,-122.63840
Tombstone,AZ,Arizona,31.72340,-110.07980
Glenns Ferry,ID,Idaho,42.95030,-115.30680
Bellevue,MI,Michigan,42.44430,-85.01870
Ness City,KS,Kansas,38.45400,-99.90470
Irwin,SC,South Carolina,34.69420,-80.81980
Orange Grove,TX,Texas,27.95620,-97.93860
Thorndale,TX,Texas,30.61410,-97.20680
Jordan,NY,New York,43.06710,-76.47280
Menahga,MN,Minnesota,46.74710,-95.10120
Yaurel,PR,Puerto Rico,18.03010,-66.05600
Sunriver,OR,Oregon,43.88160,-121.43680
Urania,LA,Louisiana,31.86390,-92.29130
Riverdale Park,CA,California,37.60280,-121.04250
Callender Lake,TX,Texas,32.36750,-95.69830
Shell Valley,ND,North Dakota,48.81080,-99.82730
Walnut Grove,CA,California,38.24780,-121.52800
Moenkopi,AZ,Arizona,36.11240,-111.22120
Stryker,OH,Ohio,41.50260,-84.41830
Elkhart,TX,Texas,31.62760,-95.57890
Brightwood,VA,Virginia,38.41320,-78.18800
Bayou Country Club,LA,Louisiana,29.78000,-90.78940
Coosada,AL,Alabama,32.49830,-86.32790
Buena Vista,PR,Puerto Rico,17.99620,-66.05200
Coyote Acres,TX,Texas,27.71320,-98.13460
Fairchilds,TX,Texas,29.43980,-95.77770
Pocono Ranch Lands,PA,Pennsylvania,41.17790,-74.95840
Richlandtown,PA,Pennsylvania,40.47260,-75.32120
Stanleytown,VA,Virginia,36.75120,-79.95210
Meggett,SC,South Carolina,32.69710,-80.27310
Vienna,NJ,New Jersey,40.86980,-74.88100
Central City,IA,Iowa,42.20240,-91.52480
Tsaile,AZ,Arizona,36.30330,-109.21570
Waukomis,OK,Oklahoma,36.28330,-97.90380
Gold Hill,OR,Oregon,42.43580,-123.05260
Gillett,WI,Wisconsin,44.88970,-88.30630
Maharishi Vedic City,IA,Iowa,41.05420,-92.01420
Horine,MO,Missouri,38.26690,-90.43240
Eden,TX,Texas,31.21620,-99.84400
Uhland,TX,Texas,29.96240,-97.79530
Wathena,KS,Kansas,39.76020,-94.93960
Beulaville,NC,North Carolina,34.92280,-77.77250
New Sharon,IA,Iowa,41.47010,-92.65090
Winona,MO,Missouri,37.00420,-91.32700
Deadwood,SD,South Dakota,44.38710,-103.72070
Sundance,WY,Wyoming,44.40480,-104.36230
Uvalde Estates,TX,Texas,29.16950,-99.83290
Elm City,NC,North Carolina,35.80870,-77.86220
Harristown,IL,Illinois,39.84280,-89.06070
Van Meter,IA,Iowa,41.52070,-93.94540
Lakewood Club,MI,Michigan,43.37610,-86.25630
St. Francis,KS,Kansas,39.77140,-101.80150
Prosperity,SC,South Carolina,34.21210,-81.53270
Stowell,TX,Texas,29.78140,-94.37940
Farwell,TX,Texas,34.38550,-103.03730
Cornersville,TN,Tennessee,35.36280,-86.85830
Frankfort,MI,Michigan,44.63610,-86.23320
Lyons,OR,Oregon,44.77760,-122.60980
Asotin,WA,Washington,46.33660,-117.04140
Fall Creek,WI,Wisconsin,44.76390,-91.27830
Northwest Ithaca,NY,New York,42.47060,-76.54140
Dewart,PA,Pennsylvania,41.10990,-76.87070
Preston,MN,Minnesota,43.67260,-92.08280
Livermore,KY,Kentucky,37.49190,-87.13420
Larimore,ND,North Dakota,47.90910,-97.62690
Parshall,ND,North Dakota,47.95570,-102.13420
Tahoe Vista,CA,California,39.24830,-120.05350
Colchester,IL,Illinois,40.42730,-90.79230
Arizona Village,AZ,Arizona,34.85480,-114.58930
Many Farms,AZ,Arizona,36.35320,-109.62710
Wheaton,MN,Minnesota,45.80590,-96.49800
Von Ormy,TX,Texas,29.28020,-98.65560
Shenandoah Heights,PA,Pennsylvania,40.83220,-76.20610
Bull Run Mountain Estates,VA,Virginia,38.91070,-77.66380
Buffalo,OK,Oklahoma,36.83730,-99.64640
Van Vleck,TX,Texas,29.02780,-95.88000
Broadway,NC,North Carolina,35.45790,-79.05470
Hemlock,MI,Michigan,43.41800,-84.23260
Roscoe,TX,Texas,32.44190,-100.53220
Diamond Ridge,AK,Alaska,59.70240,-151.55450
Crosby,ND,North Dakota,48.91610,-103.29660
Pocono Springs,PA,Pennsylvania,41.27970,-75.40160
Laingsburg,MI,Michigan,42.89060,-84.35000
Latta,SC,South Carolina,34.33900,-79.43370
Salem,SD,South Dakota,43.72280,-97.38940
Cedar Glen West,NJ,New Jersey,40.04180,-74.28520
New Castle Northwest,PA,Pennsylvania,41.02210,-80.35660
Clintwood,VA,Virginia,37.15070,-82.45730
Hansen,ID,Idaho,42.53130,-114.30120
Enosburg Falls,VT,Vermont,44.90830,-72.80290
Wetherington,OH,Ohio,39.36330,-84.37670
Sistersville,WV,West Virginia,39.55990,-80.99870
Basin,WY,Wyoming,44.38040,-108.04660
Dryden,VA,Virginia,36.77640,-82.94330
Caraway,AR,Arkansas,35.75980,-90.32240
Redkey,IN,Indiana,40.34830,-85.15390
Grantsburg,WI,Wisconsin,45.78130,-92.68360
Dover Beaches South,NJ,New Jersey,39.95490,-74.07560
Shell Ridge,CA,California,37.90600,-122.03450
Fredonia,AZ,Arizona,36.96170,-112.51950
Entiat,WA,Washington,47.67800,-120.21760
Erin,TN,Tennessee,36.31590,-87.70260
Ruhenstroth,NV,Nevada,38.89130,-119.68330
Barrackville,WV,West Virginia,39.50130,-80.16960
Bradenton Beach,FL,Florida,27.46490,-82.69570
Brownsboro,TX,Texas,32.29850,-95.61300
Morningside,MD,Maryland,38.82660,-76.88950
Vardaman,MS,Mississippi,33.88220,-89.17780
Benwood,WV,West Virginia,40.01390,-80.73280
Benton,TN,Tennessee,35.17490,-84.65160
Dunnigan,CA,California,38.89260,-121.97410
Janesville,CA,California,40.28090,-120.53350
Manly,IA,Iowa,43.28810,-93.20100
Claypool,AZ,Arizona,33.40600,-110.84210
Buhler,KS,Kansas,38.13830,-97.77040
Tower City,PA,Pennsylvania,40.58840,-76.55300
Snyder,OK,Oklahoma,34.65520,-98.95330
Roan Mountain,TN,Tennessee,36.18660,-82.07050
Fincastle,TN,Tennessee,36.40380,-84.04800
Lampeter,PA,Pennsylvania,39.99090,-76.24200
Donovan Estates,AZ,Arizona,32.70940,-114.67820
De Graff,OH,Ohio,40.31270,-83.91670
Clara City,MN,Minnesota,44.95830,-95.36720
Boulder,MT,Montana,46.23580,-112.11980
Hurley,MS,Mississippi,30.66380,-88.49940
Munday,TX,Texas,33.44710,-99.62400
Shell Rock,IA,Iowa,42.71260,-92.58160
Freeman,SD,South Dakota,43.35000,-97.42880
Mount Hope,WV,West Virginia,37.89760,-81.17380
Batesville,TX,Texas,28.95530,-99.62370
Florence,TX,Texas,30.84060,-97.79270
Light Oak,NC,North Carolina,35.28670,-81.47750
St. Vincent College,PA,Pennsylvania,40.29140,-79.40540
Clio,AL,Alabama,31.70850,-85.61090
Germantown,IL,Illinois,38.55520,-89.54120
Rock Hall,MD,Maryland,39.13920,-76.24280
Tiltonsville,OH,Ohio,40.17210,-80.69730
Ravenna,MI,Michigan,43.18890,-85.94160
Ceredo,WV,West Virginia,38.39610,-82.55360
Avila Beach,CA,California,35.19690,-120.71910
Avilla,AR,Arkansas,34.69880,-92.58130
Long Creek,IL,Illinois,39.80520,-88.84740
Wyoming,IL,Illinois,41.06380,-89.77290
Palestine,IL,Illinois,39.00160,-87.61260
Somerset,MD,Maryland,38.96660,-77.09630
Breckenridge,MI,Michigan,43.40740,-84.47840
Britton,SD,South Dakota,45.79240,-97.75290
Manawa,WI,Wisconsin,44.46130,-88.92040
Hewlett Harbor,NY,New York,40.63270,-73.68420
Hagaman,NY,New York,42.97280,-74.15450
Buffalo,IA,Iowa,41.46660,-90.71700
Dike,IA,Iowa,42.46410,-92.62550
West Chatham,MA,Massachusetts,41.68040,-69.99180
Osborne,KS,Kansas,39.44050,-98.69940
West Buechel,KY,Kentucky,38.19500,-85.66780
Stuart,VA,Virginia,36.64040,-80.26870
North Grosvenor Dale,CT,Connecticut,41.98620,-71.90340
Walnut Creek,OH,Ohio,40.54270,-81.72130
Middleburg,PA,Pennsylvania,40.78920,-77.04450
Goodwell,OK,Oklahoma,36.59430,-101.63260
Starbuck,MN,Minnesota,45.61210,-95.53330
Mayo,FL,Florida,30.05120,-83.17680
Roseland,FL,Florida,27.83610,-80.48840
North Bend,NE,Nebraska,41.46200,-96.78580
Huntsville,TN,Tennessee,36.41120,-84.50530
Waymart,PA,Pennsylvania,41.58660,-75.40470
Toluca,IL,Illinois,41.00440,-89.13390
Woodsboro,MD,Maryland,39.53280,-77.30960
Lake Winnebago,MO,Missouri,38.82340,-94.36120
Hometown,PA,Pennsylvania,40.82160,-75.98650
Calverton Park,MO,Missouri,38.76560,-90.31030
Piney View,WV,West Virginia,37.83500,-81.12750
Lomas,PR,Puerto Rico,18.26870,-65.90910
Westfield,WI,Wisconsin,43.88510,-89.49260
Clymer,PA,Pennsylvania,40.66860,-79.01320
Captains Cove,VA,Virginia,38.00030,-75.41730
Lumpkin,GA,Georgia,32.04870,-84.79810
Tyhee,ID,Idaho,42.95520,-112.45630
Spring Grove,MN,Minnesota,43.56070,-91.63700
Heppner,OR,Oregon,45.35470,-119.55590
Colony Park,PA,Pennsylvania,40.34650,-75.98270
Waldo,AR,Arkansas,33.35280,-93.29490
Chrisman,IL,Illinois,39.80440,-87.67490
Mount Airy,GA,Georgia,34.52210,-83.49770
Otterbein,IN,Indiana,40.48820,-87.08540
Eastport,ME,Maine,44.91370,-67.01830
Fairfax,OK,Oklahoma,36.56980,-96.70800
Geary,OK,Oklahoma,35.59270,-98.29140
Washburn,ND,North Dakota,47.29200,-101.02780
Onarga,IL,Illinois,40.71530,-88.01080
Mabscott,WV,West Virginia,37.76940,-81.21330
Palm Beach Shores,FL,Florida,26.77750,-80.03670
Roseland,LA,Louisiana,30.76460,-90.51140
Craig,AK,Alaska,55.49130,-133.11650
Fremont,NC,North Carolina,35.54360,-77.97510
Niverville,NY,New York,42.44840,-73.64970
Mounds,OK,Oklahoma,35.87890,-96.06820
Clear Lake,SD,South Dakota,44.76460,-96.67670
North Charleroi,PA,Pennsylvania,40.15000,-79.90830
New Brockton,AL,Alabama,31.37840,-85.92280
Buffalo,WV,West Virginia,38.61160,-81.98200
Dodson Branch,TN,Tennessee,36.31480,-85.53220
Cascade-Chipita Park,CO,Colorado,38.94330,-105.00240
Fort Thompson,SD,South Dakota,44.05270,-99.40790
Gerber,CA,California,40.06140,-122.14820
Galveston,IN,Indiana,40.57670,-86.19240
Smithville,OH,Ohio,40.86250,-81.86040
Lubeck,WV,West Virginia,39.22760,-81.62650
Philmont,NY,New York,42.24770,-73.64630
Cripple Creek,CO,Colorado,38.74660,-105.18500
Hackleburg,AL,Alabama,34.26930,-87.83030
Hampton,AR,Arkansas,33.53630,-92.46610
Gnadenhutten,OH,Ohio,40.35940,-81.42930
Platte,SD,South Dakota,43.38680,-98.84370
Nevada,TX,Texas,33.04630,-96.38110
West Canton,NC,North Carolina,35.53840,-82.86710
Stoneville,NC,North Carolina,36.46530,-79.90640
Falkville,AL,Alabama,34.37930,-86.90860
Lumber City,GA,Georgia,31.93300,-82.68280
Algonquin,MD,Maryland,38.58390,-76.09780
Shattuck,OK,Oklahoma,36.26510,-99.87740
Dimondale,MI,Michigan,42.64850,-84.64750
Stockton,KS,Kansas,39.42510,-99.27640
Mission,SD,South Dakota,43.30630,-100.66100
Bloomfield,PA,Pennsylvania,40.41890,-77.18900
Rush Springs,OK,Oklahoma,34.77920,-97.95720
Medford,MN,Minnesota,44.16850,-93.24720
Seeley Lake,MT,Montana,47.16140,-113.45250
Harriston,VA,Virginia,38.21200,-78.82830
Cottonwood,AL,Alabama,31.05520,-85.30070
Kingston,NJ,New Jersey,40.38160,-74.61140
Roland,IA,Iowa,42.16610,-93.50290
Pleasant Hill,OH,Ohio,40.05060,-84.34620
Chinook,MT,Montana,48.59010,-109.23180
Fuig,PR,Puerto Rico,17.98570,-66.91700
Rogers,TX,Texas,30.93000,-97.22910
Rolla,ND,North Dakota,48.85270,-99.61420
Wells,NV,Nevada,41.11320,-114.95350
Santa Margarita,CA,California,35.38930,-120.60840
West Blocton,AL,Alabama,33.11860,-87.12530
Oquawka,IL,Illinois,40.93790,-90.94990
Colbert,OK,Oklahoma,33.85780,-96.50430
DeLisle,MS,Mississippi,30.38480,-89.27460
Barneveld,WI,Wisconsin,43.01170,-89.89680
San Rafael,NM,New Mexico,35.08780,-107.88950
Funny River,AK,Alaska,60.48730,-150.78080
Rogersville,AL,Alabama,34.82510,-87.28210
Marmaduke,AR,Arkansas,36.19010,-90.38510
Farmland,IN,Indiana,40.18950,-85.12730
Clinton,KY,Kentucky,36.66620,-88.99390
Holiday Lakes,TX,Texas,29.20830,-95.51460
West Easton,PA,Pennsylvania,40.67810,-75.23570
Sheridan,CA,California,38.96900,-121.35590
Ontonagon,MI,Michigan,46.86650,-89.31220
Stockbridge,MI,Michigan,42.44830,-84.17570
Brown City,MI,Michigan,43.21150,-82.98790
Barbourmeade,KY,Kentucky,38.29860,-85.60090
Grant Park,IL,Illinois,41.24290,-87.63530
Goodman,MO,Missouri,36.73880,-94.40910
Valmeyer,IL,Illinois,38.30640,-90.29790
Alton,IA,Iowa,42.98760,-96.00950
Dickson,OK,Oklahoma,34.18770,-96.99700
LaCoste,TX,Texas,29.31000,-98.81160
Barry,IL,Illinois,39.69830,-91.03990
Millbury,OH,Ohio,41.56480,-83.42550
Wolf Creek,UT,Utah,41.32530,-111.82880
Pinopolis,SC,South Carolina,33.22870,-80.03860
Ellendale,ND,North Dakota,46.00430,-98.52540
Shell Knob,MO,Missouri,36.61050,-93.60420
Country Club Hills,MO,Missouri,38.72080,-90.27510
Bethany Beach,DE,Delaware,38.53910,-75.06600
Midway,LA,Louisiana,31.67880,-92.14930
Gordonsville,TN,Tennessee,36.18170,-85.93240
Cortland West,NY,New York,42.59420,-76.22580
Bally,PA,Pennsylvania,40.40040,-75.58760
Blue Lake,CA,California,40.88130,-123.99310
Mansfield,MO,Missouri,37.11020,-92.58040
Taylorsville,MS,Mississippi,31.83220,-89.43400
Hemphill,TX,Texas,31.34310,-93.85120
Melcher-Dallas,IA,Iowa,41.22750,-93.24110
Kamiah,ID,Idaho,46.22690,-116.02830
Eaton Estates,OH,Ohio,41.30610,-82.01140
Quebrada del Agua,PR,Puerto Rico,18.03790,-66.68460
Muscoda,WI,Wisconsin,43.18730,-90.43340
Dexter,NM,New Mexico,33.19540,-104.36890
Olmito,TX,Texas,26.02320,-97.53790
Río Cañas Abajo,PR,Puerto Rico,18.03910,-66.46790
Gregory,SD,South Dakota,43.22990,-99.42080
Marion,TX,Texas,29.57260,-98.14300
Black River,NY,New York,44.00890,-75.79660
Berry Creek,CA,California,39.63140,-121.40520
Fayette,OH,Ohio,41.67270,-84.32840
Ranchos Penitas West,TX,Texas,27.67450,-99.60350
Alto,TX,Texas,31.65090,-95.07080
Palm Valley,TX,Texas,26.20150,-97.75460
Bayboro,NC,North Carolina,35.14740,-76.76920
Sunrise Lake,PA,Pennsylvania,41.31360,-74.96380
Woodland Heights,PA,Pennsylvania,41.41090,-79.70470
Bethany,IL,Illinois,39.64410,-88.74130
Millers Falls,MA,Massachusetts,42.57920,-72.49250
King Arthur Park,MT,Montana,45.66640,-111.12680
Mapleton,ND,North Dakota,46.89150,-97.05330
Cavalier,ND,North Dakota,48.79390,-97.62260
Houston,PA,Pennsylvania,40.24940,-80.21100
Simpson,PA,Pennsylvania,41.59450,-75.48130
Edwardsburg,MI,Michigan,41.79650,-86.08350
Maggie Valley,NC,North Carolina,35.52390,-83.06430
Keenesburg,CO,Colorado,40.11120,-104.50400
Tidmore Bend,AL,Alabama,34.03240,-85.92540
Deatsville,AL,Alabama,32.58630,-86.39180
Winterville,GA,Georgia,33.96660,-83.28150
Beggs,OK,Oklahoma,35.77720,-96.02780
Haskins,OH,Ohio,41.46480,-83.70430
Avalon,NJ,New Jersey,39.09060,-74.73570
Kemp,TX,Texas,32.43490,-96.22340
Loch Sheldrake,NY,New York,41.77330,-74.65580
Big Bass Lake,PA,Pennsylvania,41.25250,-75.47950
Mountain Mesa,CA,California,35.64110,-118.40470
Centennial Park,AZ,Arizona,36.95380,-112.98130
Cottonwood,MN,Minnesota,44.61060,-95.67200
Pinetops,NC,North Carolina,35.79120,-77.63780
Whitaker,PA,Pennsylvania,40.40070,-79.88640
Del Rio,CA,California,37.74320,-121.00910
Glide,OR,Oregon,43.30290,-123.06660
Palmona Park,FL,Florida,26.68920,-81.89460
Monteagle,TN,Tennessee,35.23670,-85.85130
Lake Michigan Beach,MI,Michigan,42.21270,-86.37600
Loyal,WI,Wisconsin,44.73660,-90.49590
Roslyn Estates,NY,New York,40.79370,-73.66110
Troy,PA,Pennsylvania,41.78400,-76.78970
Highland Park,PA,Pennsylvania,40.62160,-77.57070
Arivaca Junction,AZ,Arizona,31.73900,-111.07380
Royalton,MN,Minnesota,45.83020,-94.29310
Helena,MS,Mississippi,30.48810,-88.50560
Lannon,WI,Wisconsin,43.15220,-88.16040
Newark,TX,Texas,33.00490,-97.48560
Coon Rapids,IA,Iowa,41.87480,-94.67850
Wolfhurst,OH,Ohio,40.06900,-80.78100
La Crosse,KS,Kansas,38.53180,-99.30950
Bartolo,PR,Puerto Rico,18.36200,-65.84140
Waitsburg,WA,Washington,46.26960,-118.15100
Sophia,WV,West Virginia,37.71170,-81.25240
Martindale,TX,Texas,29.84480,-97.83960
Mahnomen,MN,Minnesota,47.31460,-95.96730
Masonville,KY,Kentucky,37.67180,-87.05110
Republic,PA,Pennsylvania,39.96640,-79.87670
Omega,GA,Georgia,31.33890,-83.59490
Tubac,AZ,Arizona,31.61110,-111.05850
Pinconning,MI,Michigan,43.85730,-83.96380
Atkinson,NE,Nebraska,42.53090,-98.97470
Bon Aqua Junction,TN,Tennessee,35.92810,-87.31240
Kersey,PA,Pennsylvania,41.35700,-78.61010
Russell,GA,Georgia,33.97970,-83.69220
Crandon Lakes,NJ,New Jersey,41.12340,-74.84030
Ore City,TX,Texas,32.80080,-94.71820
Vienna Bend,LA,Louisiana,31.73720,-93.03430
Centre Hall,PA,Pennsylvania,40.84480,-77.68500
Zebulon,GA,Georgia,33.09260,-84.34230
New Vienna,OH,Ohio,39.32560,-83.69370
Liborio Negrón Torres,PR,Puerto Rico,18.04310,-66.94260
Hoback,WY,Wyoming,43.30820,-110.74430
Cottonwood Shores,TX,Texas,30.55210,-98.32500
Hooper Bay,AK,Alaska,61.52620,-166.11460
Marshallville,GA,Georgia,32.45640,-83.94070
Canaan,CT,Connecticut,42.03470,-73.33230
Latta,OK,Oklahoma,34.75310,-96.70880
Terry,MS,Mississippi,32.10470,-90.29800
Mountain View,WY,Wyoming,41.27230,-110.33440
Tower Lakes,IL,Illinois,42.23150,-88.15380
La Croft,OH,Ohio,40.64690,-80.59980
Bevil Oaks,TX,Texas,30.15170,-94.27110
Hillcrest,IL,Illinois,41.96840,-89.06540
Topeka,IN,Indiana,41.53940,-85.54750
Yale,OK,Oklahoma,36.11500,-96.70120
Grawn,MI,Michigan,44.66110,-85.68810
Coto Norte,PR,Puerto Rico,18.43280,-66.44090
Grayson,CA,California,37.56500,-121.17940
Cordry Sweetwater Lakes,IN,Indiana,39.30850,-86.12270
Coldstream,OH,Ohio,39.04790,-84.34740
Livingston Manor,NY,New York,41.89350,-74.82650
Hurt,VA,Virginia,37.09540,-79.30290
New York Mills,MN,Minnesota,46.51980,-95.37330
Iraan,TX,Texas,30.91290,-101.90010
Lexington,TX,Texas,30.41470,-97.00930
Fullerton,NE,Nebraska,41.36480,-97.97250
Marion,PA,Pennsylvania,39.86070,-77.70160
Sunnyside-Tahoe City,CA,California,39.15040,-120.16130
Airport,CA,California,37.63240,-120.97740
Converse,IN,Indiana,40.57730,-85.87800
Spicer,MN,Minnesota,45.23290,-94.94010
Fowler,MI,Michigan,43.00410,-84.74110
Robbins,NC,North Carolina,35.42790,-79.58290
Ardmore,TN,Tennessee,35.00310,-86.85470
West Leechburg,PA,Pennsylvania,40.63380,-79.61700
Keedysville,MD,Maryland,39.48670,-77.69790
El Negro,PR,Puerto Rico,18.03700,-65.84940
Beattyville,KY,Kentucky,37.58620,-83.70650
Riddle,OR,Oregon,42.95420,-123.36460
Hazel Green,WI,Wisconsin,42.53410,-90.43610
Hagerman,NM,New Mexico,33.11470,-104.32830
Jewett,TX,Texas,31.36270,-96.14550
Stiles,PA,Pennsylvania,40.66660,-75.50720
Homer,GA,Georgia,34.33500,-83.49870
Mulberry,IN,Indiana,40.34580,-86.66720
Pamplico,SC,South Carolina,33.99570,-79.56980
Greenback,TN,Tennessee,35.64870,-84.17240
Grimsley,TN,Tennessee,36.27610,-84.99700
Biglerville,PA,Pennsylvania,39.93030,-77.24620
Mitchell,IL,Illinois,38.76310,-90.08160
Vander,NC,North Carolina,35.03470,-78.78880
Mifflinville,PA,Pennsylvania,41.03070,-76.29950
Strawberry Point,IA,Iowa,42.68040,-91.53490
St. Michaels,AZ,Arizona,35.66060,-109.09620
Salineville,OH,Ohio,40.62070,-80.83450
Adrian,MN,Minnesota,43.63320,-95.93300
Conway Springs,KS,Kansas,37.38990,-97.64300
Elwood,NJ,New Jersey,39.57310,-74.71480
Cohoe,AK,Alaska,60.26810,-151.28430
Rossville,IL,Illinois,40.38150,-87.67000
Shelburn,IN,Indiana,39.17910,-87.39710
Elkader,IA,Iowa,42.85720,-91.40240
Atwood,KS,Kansas,39.81030,-101.04180
Lenape Heights,PA,Pennsylvania,40.76330,-79.52170
Hughes,AR,Arkansas,34.94830,-90.47070
Clear Lake Shores,TX,Texas,29.54560,-95.03290
Walker Valley,NY,New York,41.63860,-74.37750
Courtland,VA,Virginia,36.71230,-77.06200
Dilkon,AZ,Arizona,35.36060,-110.31550
Salome,AZ,Arizona,33.77780,-113.60610
Geronimo,OK,Oklahoma,34.48520,-98.38930
Oran,MO,Missouri,37.08550,-89.65340
Sandoval,IL,Illinois,38.61210,-89.11930
Waterville,WA,Washington,47.64800,-120.07070
Liberty,UT,Utah,41.34260,-111.86490
Lluveras,PR,Puerto Rico,18.03810,-66.90370
Rison,AR,Arkansas,33.96000,-92.19370
Bethesda,OH,Ohio,40.01640,-81.07270
Victoria,KS,Kansas,38.85380,-99.14730
Tornado,WV,West Virginia,38.33690,-81.85510
North Pearsall,TX,Texas,28.92270,-99.09440
Onancock,VA,Virginia,37.71020,-75.74330
Weber City,VA,Virginia,36.62360,-82.56310
Warren,IN,Indiana,40.68780,-85.42500
Scottville,MI,Michigan,43.95110,-86.27980
Auburn,KS,Kansas,38.90770,-95.81580
Claude,TX,Texas,35.10750,-101.36280
Halifax,VA,Virginia,36.76120,-78.92790
Mantorville,MN,Minnesota,44.06560,-92.75370
Byhalia,MS,Mississippi,34.86900,-89.68900
Cayuco,PR,Puerto Rico,18.29220,-66.73480
Newburg,WI,Wisconsin,43.43200,-88.04770
Ola,AR,Arkansas,35.03100,-93.22440
Clinton,OH,Ohio,40.92840,-81.63040
Comunas,PR,Puerto Rico,18.08710,-65.84040
Skyline-Ganipa,NM,New Mexico,35.03280,-107.61400
Diaz,AR,Arkansas,35.64780,-91.26200
Fulda,MN,Minnesota,43.86910,-95.60230
Conehatta,MS,Mississippi,32.46010,-89.27850
Heidelberg,PA,Pennsylvania,40.39140,-80.09230
Buena,WA,Washington,46.42990,-120.31760
Iola,WI,Wisconsin,44.50910,-89.12490
China,TX,Texas,30.05220,-94.33320
Porter Heights,TX,Texas,30.15010,-95.32170
Nixon,PA,Pennsylvania,40.78440,-79.93400
Bogart,GA,Georgia,33.94790,-83.53410
Theresa,WI,Wisconsin,43.51640,-88.45400
Beach Haven,NJ,New Jersey,39.56600,-74.24920
Renovo,PA,Pennsylvania,41.33130,-77.74780
New Market,AL,Alabama,34.88920,-86.42260
Harbor Springs,MI,Michigan,45.43240,-84.98900
Groveton,NH,New Hampshire,44.60480,-71.52010
McCaysville,GA,Georgia,34.98110,-84.37060
Hanover,OH,Ohio,40.08190,-82.27610
Hallstead,PA,Pennsylvania,41.96170,-75.74710
Maysville,OK,Oklahoma,34.85440,-97.38780
Coleman,MI,Michigan,43.75880,-84.58700
Due West,SC,South Carolina,34.33350,-82.38860
Monticello,WI,Wisconsin,42.74560,-89.58990
Wetumka,OK,Oklahoma,35.24090,-96.23900
Archie,MO,Missouri,38.48260,-94.35020
Glenwood City,WI,Wisconsin,45.05700,-92.17140
Ames,TX,Texas,30.04510,-94.73730
Burlington,ND,North Dakota,48.25730,-101.41460
North Apollo,PA,Pennsylvania,40.59380,-79.55640
Saticoy,CA,California,34.28190,-119.14520
New Madison,OH,Ohio,39.96760,-84.70800
Marthasville,MO,Missouri,38.63100,-91.05730
Yalaha,FL,Florida,28.75090,-81.81940
Shokan,NY,New York,41.98090,-74.21300
Vinco,PA,Pennsylvania,40.41110,-78.84460
Morton,WA,Washington,46.55750,-122.28150
Tildenville,FL,Florida,28.53850,-81.60260
Surf City,NJ,New Jersey,39.66460,-74.17110
Spur,TX,Texas,33.47010,-100.85560
Alamo,NV,Nevada,37.36480,-115.16300
Redway,CA,California,40.12090,-123.82200
Newark,AR,Arkansas,35.70830,-91.44320
Geneva-on-the-Lake,OH,Ohio,41.85620,-80.94930
Archer,FL,Florida,29.54000,-82.51860
Rapids,NY,New York,43.09760,-78.64400
Prices Fork,VA,Virginia,37.20700,-80.48510
Alto,GA,Georgia,34.46490,-83.57270
Bowling Green,MD,Maryland,39.62720,-78.80500
Byng,OK,Oklahoma,34.86590,-96.66780
Thomas,OK,Oklahoma,35.74760,-98.74940
Kenbridge,VA,Virginia,36.96080,-78.12830
Locust Fork,AL,Alabama,33.89570,-86.63010
Konawa,OK,Oklahoma,34.95820,-96.75350
Stapleton,AL,Alabama,30.73940,-87.79430
Broxton,GA,Georgia,31.62480,-82.88770
Charlestown,MD,Maryland,39.57900,-75.98120
Kenton,TN,Tennessee,36.20210,-89.01550
Ladd,IL,Illinois,41.38140,-89.21540
St. Martins,MO,Missouri,38.59430,-92.33120
Plymptonville,PA,Pennsylvania,41.04260,-78.44660
Waverly,IL,Illinois,39.59250,-89.95280
Lincoln,MO,Missouri,38.39400,-93.33130
Drain,OR,Oregon,43.66200,-123.31420
Shullsburg,WI,Wisconsin,42.57330,-90.23480
Oyster Creek,TX,Texas,28.99780,-95.32820
Watson,LA,Louisiana,30.57500,-90.95080
Catahoula,LA,Louisiana,30.21250,-91.71270
